member_no,date,amount,source,reference,description
ILS24-F00035,2024-03-31,100000,mkoba,SAV-ILS24-F00035-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00035,2024-07-14,100000,mkoba,SAV-ILS24-F00035-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00035,2024-12-26,200000,mkoba,SAV-ILS24-F00035-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00035,2024-12-30,550000,mkoba,SAV-ILS24-F00035-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00035,2026-01-16,500000,nmb,SAV-ILS24-F00035-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00035,2026-01-16,300000,nmb,SAV-ILS24-F00035-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00035,2026-03-08,1070000,nmb,SAV-ILS24-F00035-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00035,2026-03-08,200000,nmb,SAV-ILS24-F00035-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00036,2024-03-10,50000,mkoba,SAV-ILS24-F00036-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00036,2024-03-10,50000,mkoba,SAV-ILS24-F00036-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00036,2025-01-12,1000000,mkoba,SAV-ILS24-F00036-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00036,2026-04-16,1800000,nmb,SAV-ILS24-F00036-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00036,2026-04-16,100000,nmb,SAV-ILS24-F00036-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00036,2026-05-12,500000,nmb,SAV-ILS24-F00036-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00037,2024-03-06,250000,mkoba,SAV-ILS24-F00037-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00037,2024-03-14,100000,mkoba,SAV-ILS24-F00037-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00037,2024-08-26,230000,mkoba,SAV-ILS24-F00037-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00037,2025-01-30,420000,mkoba,SAV-ILS24-F00037-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00037,2025-11-28,200000,nmb,SAV-ILS24-F00037-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00037,2025-12-10,400000,nmb,SAV-ILS24-F00037-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00037,2026-01-31,500000,nmb,SAV-ILS24-F00037-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00037,2026-02-05,1000000,nmb,SAV-ILS24-F00037-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00037,2026-03-09,2000000,nmb,SAV-ILS24-F00037-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00037,2026-04-11,1000000,nmb,SAV-ILS24-F00037-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00038,2024-03-31,100000,mkoba,SAV-ILS24-F00038-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00038,2024-03-31,100000,mkoba,SAV-ILS24-F00038-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00038,2025-02-05,500000,mkoba,SAV-ILS24-F00038-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00038,2025-08-12,300000,nmb,SAV-ILS24-F00038-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00038,2026-01-23,752064,nmb,SAV-ILS24-F00038-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00038,2026-03-01,500000,nmb,SAV-ILS24-F00038-0006,Historical savings deposit (Ilboru workbook)
ILS24-F00038,2026-03-01,650000,nmb,SAV-ILS24-F00038-0007,Historical savings deposit (Ilboru workbook)
ILS24-F00038,2026-03-01,1000000,nmb,SAV-ILS24-F00038-0008,Historical savings deposit (Ilboru workbook)
ILS24-F00038,2026-04-01,608288,nmb,SAV-ILS24-F00038-0009,Historical savings deposit (Ilboru workbook)
ILS24-F00038,2026-04-30,538582,nmb,SAV-ILS24-F00038-0010,Historical savings deposit (Ilboru workbook)
ILS24-F00039,2024-03-21,80000,mkoba,SAV-ILS24-F00039-0001,Historical savings deposit (Ilboru workbook)
ILS24-F00039,2024-03-21,100000,mkoba,SAV-ILS24-F00039-0002,Historical savings deposit (Ilboru workbook)
ILS24-F00039,2025-01-04,820000,mkoba,SAV-ILS24-F00039-0003,Historical savings deposit (Ilboru workbook)
ILS24-F00039,2025-12-12,500000,nmb,SAV-ILS24-F00039-0004,Historical savings deposit (Ilboru workbook)
ILS24-F00039,2026-01-27,100000,nmb,SAV-ILS24-F00039-0005,Historical savings deposit (Ilboru workbook)
ILS24-F00039,2026-05-04,260000,nmb,SAV-ILS24-F00039-0006,Historical savings deposit (Ilboru workbook)
